trade_date,ts_code,pe_ttm,pb,_td
20240202,600773.SH,73.5509,1.7785,20240202
20240205,600773.SH,67.7093,1.6372,20240205
20240206,600773.SH,74.2589,1.7956,20240206
20240207,600773.SH,77.6223,1.8769,20240207
20240208,600773.SH,81.6937,1.9754,20240208
20240219,600773.SH,80.8971,1.9561,20240219
20240220,600773.SH,80.8971,1.9561,20240220
20240221,600773.SH,81.9592,1.9818,20240221
20240222,600773.SH,82.0477,1.9839,20240222
20240223,600773.SH,82.9328,2.0053,20240223
20240226,600773.SH,82.9328,2.0053,20240226
20240227,600773.SH,85.411,2.0652,20240227
20240228,600773.SH,83.9064,2.0289,20240228
20240229,600773.SH,87.6238,2.1187,20240229
20240301,600773.SH,88.8629,2.1487,20240301
20240304,600773.SH,88.5089,2.1401,20240304
20240305,600773.SH,85.8536,2.0759,20240305
20240306,600773.SH,85.057,2.0567,20240306
20240307,600773.SH,84.4374,2.0417,20240307
20240308,600773.SH,84.703,2.0481,20240308
20240311,600773.SH,87.4467,2.1145,20240311
20240312,600773.SH,88.0663,2.1294,20240312
20240313,600773.SH,87.3582,2.1123,20240313
20240314,600773.SH,86.7387,2.0973,20240314
20240315,600773.SH,87.8008,2.123,20240315
20240318,600773.SH,92.4917,2.2364,20240318
20240319,600773.SH,97.1827,2.3499,20240319
20240320,600773.SH,98.6874,2.3863,20240320
20240321,600773.SH,95.8551,2.3178,20240321
20240322,600773.SH,95.6781,2.3135,20240322
20240325,600773.SH,95.0585,2.2985,20240325
20240326,600773.SH,99.838,2.4141,20240326
20240327,600773.SH,97.8908,2.367,20240327
20240328,600773.SH,104.529,2.5275,20240328
20240329,600773.SH,105.1485,2.5425,20240329
20240401,600773.SH,106.1221,2.566,20240401
20240402,600773.SH,109.2199,2.6409,20240402
20240403,600773.SH,108.0693,2.6131,20240403
20240408,600773.SH,123.4082,2.3728,20240408
20240409,600773.SH,123.7165,2.3788,20240409
20240410,600773.SH,121.7641,2.3412,20240410
20240411,600773.SH,119.8118,2.3037,20240411
20240412,600773.SH,117.9622,2.2681,20240412
20240415,600773.SH,116.9347,2.2484,20240415
20240416,600773.SH,109.4336,2.1041,20240416
20240417,600773.SH,115.2906,2.2168,20240417
20240418,600773.SH,114.9823,2.2108,20240418
20240419,600773.SH,114.9823,2.2108,20240419
20240422,600773.SH,117.4484,2.2582,20240422
20240423,600773.SH,118.2705,2.274,20240423
20240424,600773.SH,115.0851,2.2128,20240424
20240425,600773.SH,116.5236,2.2405,20240425
20240426,600773.SH,117.7567,2.2642,20240426
20240429,600773.SH,124.6413,2.3965,20240429
20240430,600773.SH,,2.3057,20240430
20240506,600773.SH,,2.3782,20240506
20240507,600773.SH,,2.42,20240507
20240508,600773.SH,,2.3981,20240508
20240509,600773.SH,,2.4339,20240509
20240510,600773.SH,,2.4299,20240510
20240513,600773.SH,,2.4658,20240513
20240514,600773.SH,,2.5176,20240514
20240515,600773.SH,,2.5773,20240515
20240516,600773.SH,,2.5853,20240516
20240517,600773.SH,,2.5992,20240517
20240520,600773.SH,,2.5694,20240520
20240521,600773.SH,,2.5295,20240521
20240522,600773.SH,,2.5694,20240522
20240523,600773.SH,,2.4897,20240523
20240524,600773.SH,,2.4757,20240524
20240527,600773.SH,,2.4718,20240527
20240528,600773.SH,,2.4698,20240528
20240529,600773.SH,,2.4857,20240529
20240530,600773.SH,,2.4777,20240530
20240531,600773.SH,,2.4678,20240531
20240603,600773.SH,,2.3841,20240603
20240604,600773.SH,,2.4359,20240604
20240605,600773.SH,,2.426,20240605
20240606,600773.SH,,2.2686,20240606
20240607,600773.SH,,2.3742,20240607
20240611,600773.SH,,2.2885,20240611
20240612,600773.SH,,2.2328,20240612
20240613,600773.SH,,2.2108,20240613
20240614,600773.SH,,2.1869,20240614
20240617,600773.SH,,2.2268,20240617
20240618,600773.SH,,2.179,20240618
20240619,600773.SH,,2.1591,20240619
20240620,600773.SH,,2.1511,20240620
20240621,600773.SH,,2.173,20240621
20240624,600773.SH,,2.1491,20240624
20240625,600773.SH,,2.1232,20240625
20240626,600773.SH,,2.1451,20240626
20240627,600773.SH,,2.1013,20240627
20240628,600773.SH,,2.0555,20240628
20240701,600773.SH,,2.1989,20240701
20240702,600773.SH,,2.2228,20240702
20240703,600773.SH,,2.4319,20240703
20240704,600773.SH,,2.3821,20240704
20240705,600773.SH,,2.4439,20240705
20240708,600773.SH,,2.4399,20240708
20240709,600773.SH,,2.4021,20240709
20240710,600773.SH,,2.3901,20240710
20240711,600773.SH,,2.4757,20240711
20240712,600773.SH,,2.426,20240712
20240715,600773.SH,,2.41,20240715
20240716,600773.SH,,2.3961,20240716
20240717,600773.SH,,2.4977,20240717
20240718,600773.SH,,2.4757,20240718
20240719,600773.SH,,2.4667,20240719
20240722,600773.SH,,2.3949,20240722
20240723,600773.SH,,2.351,20240723
20240724,600773.SH,,2.2851,20240724
20240725,600773.SH,,2.2831,20240725
20240726,600773.SH,,2.2771,20240726
20240729,600773.SH,,2.2292,20240729
20240730,600773.SH,,2.2332,20240730
20240731,600773.SH,,2.323,20240731
20240801,600773.SH,,2.333,20240801
20240802,600773.SH,,2.2991,20240802
20240805,600773.SH,,2.2173,20240805
20240806,600773.SH,,2.2691,20240806
20240807,600773.SH,,2.2512,20240807
20240808,600773.SH,,2.2671,20240808
20240809,600773.SH,,2.2472,20240809
20240812,600773.SH,,2.1873,20240812
20240813,600773.SH,,2.2212,20240813
20240814,600773.SH,,2.1833,20240814
20240815,600773.SH,,2.1913,20240815
20240816,600773.SH,,2.1095,20240816
20240819,600773.SH,,2.3011,20240819
20240820,600773.SH,,2.2731,20240820
20240821,600773.SH,,2.2372,20240821
20240822,600773.SH,,2.1694,20240822
20240823,600773.SH,,2.1354,20240823
20240826,600773.SH,,2.1714,20240826
20240827,600773.SH,,2.133,20240827
20240828,600773.SH,,2.1633,20240828
20240829,600773.SH,,2.1673,20240829
20240830,600773.SH,,2.2562,20240830
20240902,600773.SH,,2.1916,20240902
20240903,600773.SH,,2.2037,20240903
20240904,600773.SH,,2.2077,20240904
20240905,600773.SH,,2.236,20240905
20240906,600773.SH,,2.2299,20240906
20240909,600773.SH,,2.2037,20240909
20240910,600773.SH,,2.1653,20240910
20240911,600773.SH,,2.1976,20240911
20240912,600773.SH,,2.1714,20240912
20240913,600773.SH,,2.2198,20240913
20240918,600773.SH,,2.1996,20240918
20240919,600773.SH,,2.238,20240919
20240920,600773.SH,,2.2118,20240920
20240923,600773.SH,,2.2097,20240923
20240924,600773.SH,,2.2501,20240924
20240925,600773.SH,,2.2542,20240925
20240926,600773.SH,,2.3431,20240926
20240927,600773.SH,,2.4218,20240927
20240930,600773.SH,,2.5996,20240930
20241008,600773.SH,,2.5026,20241008
20241009,600773.SH,,2.3027,20241009
20241010,600773.SH,,2.3895,20241010
20241011,600773.SH,,2.2986,20241011
20241014,600773.SH,,2.3956,20241014
20241015,600773.SH,,2.2885,20241015
20241016,600773.SH,,2.341,20241016
20241017,600773.SH,,2.2461,20241017
20241018,600773.SH,,2.2946,20241018
20241021,600773.SH,,2.2825,20241021
20241022,600773.SH,,2.337,20241022
20241023,600773.SH,,2.3431,20241023
20241024,600773.SH,,2.3532,20241024
20241025,600773.SH,,2.4198,20241025
20241028,600773.SH,,2.4622,20241028
20241029,600773.SH,,2.5551,20241029
20241030,600773.SH,,2.5228,20241030
20241031,600773.SH,,2.6595,20241031
20241101,600773.SH,,2.7369,20241101
20241104,600773.SH,,2.7675,20241104
20241105,600773.SH,,2.963,20241105
20241106,600773.SH,,2.9813,20241106
20241107,600773.SH,,3.0078,20241107
20241108,600773.SH,,2.8795,20241108
20241111,600773.SH,,2.8978,20241111
20241112,600773.SH,,2.8672,20241112
20241113,600773.SH,,2.8876,20241113
20241114,600773.SH,,2.855,20241114
20241115,600773.SH,,2.7003,20241115
20241118,600773.SH,,2.7247,20241118
20241119,600773.SH,,2.8835,20241119
20241120,600773.SH,,2.8998,20241120
20241121,600773.SH,,2.8123,20241121
20241122,600773.SH,,2.6371,20241122
20241125,600773.SH,,2.5801,20241125
20241126,600773.SH,,2.4864,20241126
20241127,600773.SH,,2.5699,20241127
20241128,600773.SH,,2.6086,20241128
20241129,600773.SH,,2.574,20241129
20241202,600773.SH,,2.5394,20241202
20241203,600773.SH,,2.4885,20241203
20241204,600773.SH,,2.4376,20241204
20241205,600773.SH,,2.4926,20241205
20241206,600773.SH,,2.4987,20241206
20241209,600773.SH,,2.5903,20241209
20241210,600773.SH,,2.6351,20241210
20241211,600773.SH,,2.6595,20241211
20241212,600773.SH,,2.6514,20241212
20241213,600773.SH,,2.5944,20241213
20241216,600773.SH,,2.4966,20241216
20241217,600773.SH,,2.4376,20241217
20241218,600773.SH,,2.405,20241218
20241219,600773.SH,,2.3846,20241219
20241220,600773.SH,,2.3826,20241220
20241223,600773.SH,,2.2991,20241223
20241224,600773.SH,,2.3072,20241224
20241225,600773.SH,,2.2909,20241225
20241226,600773.SH,,2.2604,20241226
20241227,600773.SH,,2.2787,20241227
20241230,600773.SH,,2.2482,20241230
20241231,600773.SH,,2.1952,20241231
20250102,600773.SH,,2.1464,20250102
20250103,600773.SH,,2.0751,20250103
20250106,600773.SH,,2.0873,20250106
20250107,600773.SH,,2.1504,20250107
20250108,600773.SH,,2.2421,20250108
20250109,600773.SH,,2.1973,20250109
20250110,600773.SH,,2.1708,20250110
20250113,600773.SH,,2.0975,20250113
20250114,600773.SH,,2.1423,20250114
20250115,600773.SH,,2.1219,20250115
20250116,600773.SH,,2.1382,20250116
20250117,600773.SH,,2.1545,20250117
20250120,600773.SH,,2.2054,20250120
20250121,600773.SH,,2.1708,20250121
20250122,600773.SH,,2.128,20250122
20250123,600773.SH,,2.1036,20250123
20250124,600773.SH,,2.1036,20250124
20250127,600773.SH,,2.0914,20250127
20250205,600773.SH,,2.1321,20250205
20250206,600773.SH,,2.1545,20250206
20250207,600773.SH,,2.181,20250207
20250210,600773.SH,,2.2054,20250210
20250211,600773.SH,,2.181,20250211
20250212,600773.SH,,2.2136,20250212
20250213,600773.SH,,2.1973,20250213
20250214,600773.SH,,2.1789,20250214
20250217,600773.SH,,2.1565,20250217
20250218,600773.SH,,2.1179,20250218
20250219,600773.SH,,2.1565,20250219
20250220,600773.SH,,2.124,20250220
20250221,600773.SH,,2.1301,20250221
20250224,600773.SH,,2.1117,20250224
20250225,600773.SH,,2.1158,20250225
20250226,600773.SH,,2.1403,20250226
20250227,600773.SH,,2.1321,20250227
20250228,600773.SH,,2.0893,20250228
20250303,600773.SH,,2.1158,20250303
20250304,600773.SH,,2.1097,20250304
20250305,600773.SH,,2.0771,20250305
20250306,600773.SH,,2.1016,20250306
20250307,600773.SH,,2.0751,20250307
20250310,600773.SH,,2.0873,20250310
20250311,600773.SH,,2.1708,20250311
20250312,600773.SH,,2.181,20250312
20250313,600773.SH,,2.2237,20250313
20250314,600773.SH,,2.2075,20250314
20250317,600773.SH,,2.2115,20250317
20250318,600773.SH,,2.1932,20250318
20250319,600773.SH,,2.1993,20250319
20250320,600773.SH,,2.1525,20250320
20250321,600773.SH,,2.1362,20250321
20250324,600773.SH,,2.1016,20250324
20250325,600773.SH,,2.0893,20250325
20250326,600773.SH,,2.0934,20250326
20250327,600773.SH,,2.0873,20250327
20250328,600773.SH,,2.0731,20250328
20250331,600773.SH,,2.0364,20250331
20250401,600773.SH,,2.0221,20250401
20250402,600773.SH,,2.0425,20250402
20250403,600773.SH,,2.0466,20250403
20250407,600773.SH,,1.8429,20250407
20250408,600773.SH,,1.8165,20250408
20250409,600773.SH,,1.8185,20250409
20250410,600773.SH,,1.8898,20250410
20250411,600773.SH,,1.8837,20250411
20250414,600773.SH,,1.8714,20250414
20250415,600773.SH,,1.849,20250415
20250416,600773.SH,,1.7941,20250416
20250417,600773.SH,,1.8287,20250417
20250418,600773.SH,,1.845,20250418
20250421,600773.SH,,1.8592,20250421
20250422,600773.SH,,1.8694,20250422
20250423,600773.SH,,1.8592,20250423
20250424,600773.SH,,1.849,20250424
20250425,600773.SH,,1.845,20250425
20250428,600773.SH,302.6004,1.7327,20250428
20250429,600773.SH,307.7819,1.7624,20250429
20250430,600773.SH,306.0547,1.7525,20250430
20250506,600773.SH,311.5817,1.7841,20250506
20250507,600773.SH,315.7269,1.8079,20250507
20250508,600773.SH,312.9634,1.7921,20250508
20250509,600773.SH,306.7456,1.7565,20250509
20250512,600773.SH,309.8545,1.7743,20250512
20250513,600773.SH,308.1273,1.7644,20250513
20250514,600773.SH,310.5454,1.7782,20250514
20250515,600773.SH,309.1636,1.7703,20250515
20250516,600773.SH,304.673,1.7446,20250516
20250519,600773.SH,313.9997,1.798,20250519
20250520,600773.SH,312.9634,1.7921,20250520
20250521,600773.SH,312.2725,1.7881,20250521
20250522,600773.SH,307.4365,1.7604,20250522
20250523,600773.SH,309.8545,1.7743,20250523
20250526,600773.SH,310.1999,1.7762,20250526
20250527,600773.SH,311.2362,1.7822,20250527
20250528,600773.SH,307.091,1.7584,20250528
20250529,600773.SH,308.1273,1.7644,20250529
20250530,600773.SH,302.9458,1.7347,20250530
20250603,600773.SH,302.9458,1.7347,20250603
20250604,600773.SH,308.1273,1.7644,20250604
20250605,600773.SH,307.7819,1.7624,20250605
20250606,600773.SH,308.8182,1.7683,20250606
20250609,600773.SH,312.2725,1.7881,20250609
20250610,600773.SH,310.1999,1.7762,20250610
20250611,600773.SH,315.036,1.8039,20250611
20250612,600773.SH,316.7632,1.8138,20250612
20250613,600773.SH,312.2725,1.7881,20250613
20250616,600773.SH,312.2725,1.7881,20250616
20250617,600773.SH,311.9271,1.7861,20250617
20250618,600773.SH,314.6906,1.8019,20250618
20250619,600773.SH,312.9634,1.7921,20250619
20250620,600773.SH,344.3979,1.9721,20250620
20250623,600773.SH,340.5981,1.9503,20250623
20250624,600773.SH,341.289,1.9543,20250624
20250625,600773.SH,341.6344,1.9562,20250625
20250626,600773.SH,344.3979,1.9721,20250626
20250627,600773.SH,352.3429,2.0175,20250627
20250630,600773.SH,347.5068,1.9899,20250630
20250701,600773.SH,348.5431,1.9958,20250701
20250702,600773.SH,349.9249,2.0077,20250702
20250703,600773.SH,350.9612,2.0136,20250703
20250704,600773.SH,340.5981,1.9542,20250704
20250707,600773.SH,347.1614,1.9918,20250707
20250708,600773.SH,350.2703,2.0097,20250708
20250709,600773.SH,345.4342,1.9819,20250709
20250710,600773.SH,351.3066,2.0156,20250710
20250711,600773.SH,349.234,2.0037,20250711
20250714,600773.SH,350.9612,2.0136,20250714
20250715,600773.SH,346.816,1.9898,20250715
20250716,600773.SH,344.3979,1.976,20250716
20250717,600773.SH,344.7434,1.9779,20250717
20250718,600773.SH,350.2703,2.0097,20250718
20250721,600773.SH,385.1592,2.2098,20250721
20250722,600773.SH,423.8478,2.4318,20250722
20250723,600773.SH,417.9754,2.3981,20250723
20250724,600773.SH,420.048,2.41,20250724
20250725,600773.SH,391.7224,2.2475,20250725
20250728,600773.SH,385.1592,2.2098,20250728
20250729,600773.SH,390.3407,2.2396,20250729
20250730,600773.SH,382.7411,2.196,20250730
20250731,600773.SH,375.8324,2.1563,20250731
20250801,600773.SH,369.6146,2.1206,20250801
20250804,600773.SH,372.0327,2.1345,20250804
20250805,600773.SH,369.6146,2.1206,20250805
20250806,600773.SH,364.7785,2.0929,20250806
20250807,600773.SH,367.8874,2.1107,20250807
20250808,600773.SH,371.3418,2.1306,20250808
20250811,600773.SH,384.1229,2.2039,20250811
20250812,600773.SH,375.8324,2.1563,20250812
20250813,600773.SH,375.8324,2.1563,20250813
20250814,600773.SH,370.6509,2.1266,20250814
20250815,600773.SH,373.069,2.1405,20250815
20250818,600773.SH,390.3407,2.2396,20250818
20250819,600773.SH,403.1217,2.3129,20250819
20250820,600773.SH,396.5585,2.2752,20250820
20250821,600773.SH,385.5046,2.2118,20250821
20250822,600773.SH,382.0502,2.192,20250822
20250825,600773.SH,386.5409,2.2178,20250825
20250826,600773.SH,381.7048,2.19,20250826
20250827,600773.SH,370.3055,2.1246,20250827
20250828,600773.SH,372.0327,2.1345,20250828
20250829,600773.SH,201.548,2.1306,20250829
20250901,600773.SH,201.173,2.1325,20250901
20250902,600773.SH,199.4856,2.1147,20250902
20250903,600773.SH,196.8608,2.0868,20250903
20250904,600773.SH,202.1105,2.1425,20250904
20250905,600773.SH,209.0475,2.216,20250905
20250908,600773.SH,206.2352,2.1862,20250908
20250909,600773.SH,206.9851,2.1942,20250909
20250910,600773.SH,203.6104,2.1584,20250910
20250911,600773.SH,205.2977,2.1763,20250911
20250912,600773.SH,207.1726,2.1961,20250912
20250915,600773.SH,206.7976,2.1922,20250915
20250916,600773.SH,205.1102,2.1743,20250916
20250917,600773.SH,204.1728,2.1643,20250917
20250918,600773.SH,199.6731,2.1166,20250918
20250919,600773.SH,202.2979,2.1445,20250919
20250922,600773.SH,199.8606,2.1186,20250922
20250923,600773.SH,194.611,2.063,20250923
20250924,600773.SH,197.7983,2.0968,20250924
20250925,600773.SH,195.3609,2.0709,20250925
20250926,600773.SH,195.3609,2.0709,20250926
20250929,600773.SH,199.4856,2.1147,20250929
20250930,600773.SH,202.4854,2.1465,20250930
20251009,600773.SH,204.7353,2.1703,20251009
20251010,600773.SH,208.11,2.2061,20251010
20251013,600773.SH,207.9225,2.2041,20251013
20251014,600773.SH,206.4226,2.1882,20251014
20251015,600773.SH,207.1726,2.1961,20251015
20251016,600773.SH,205.1102,2.1743,20251016
20251017,600773.SH,206.6101,2.1902,20251017
20251020,600773.SH,206.4226,2.1882,20251020
20251021,600773.SH,208.6725,2.212,20251021
20251022,600773.SH,206.9851,2.1942,20251022
20251023,600773.SH,209.6099,2.222,20251023
20251024,600773.SH,208.11,2.2061,20251024
20251027,600773.SH,205.8602,2.1822,20251027
20251028,600773.SH,206.9851,2.1942,20251028
20251029,600773.SH,212.9847,2.2578,20251029
20251030,600773.SH,234.3581,2.4843,20251030
20251031,600773.SH,239.284,2.4892,20251031
20251103,600773.SH,240.4465,2.5012,20251103
20251104,600773.SH,244.5153,2.5436,20251104
20251105,600773.SH,243.7403,2.5355,20251105
20251106,600773.SH,247.0341,2.5698,20251106
20251107,600773.SH,248.9716,2.5899,20251107
20251110,600773.SH,248.0028,2.5798,20251110
20251111,600773.SH,246.0653,2.5597,20251111
20251112,600773.SH,248.9716,2.5899,20251112
20251113,600773.SH,258.2717,2.6867,20251113
20251114,600773.SH,251.8779,2.6202,20251114
20251117,600773.SH,276.0969,2.8721,20251117
20251118,600773.SH,262.728,2.733,20251118
20251119,600773.SH,268.1531,2.7895,20251119
20251120,600773.SH,278.4219,2.8963,20251120
20251121,600773.SH,250.5216,2.6061,20251121
20251124,600773.SH,251.8779,2.6202,20251124
20251125,600773.SH,251.6841,2.6181,20251125
20251126,600773.SH,246.6466,2.5657,20251126
20251127,600773.SH,245.484,2.5536,20251127
20251128,600773.SH,253.2341,2.6343,20251128
20251201,600773.SH,262.9217,2.735,20251201
20251202,600773.SH,249.7466,2.598,20251202
20251203,600773.SH,240.059,2.4972,20251203
20251204,600773.SH,240.834,2.5053,20251204
20251205,600773.SH,241.0277,2.5073,20251205
20251208,600773.SH,239.0902,2.4871,20251208
20251209,600773.SH,232.5027,2.4186,20251209
20251210,600773.SH,230.9526,2.4025,20251210
20251211,600773.SH,228.2401,2.3743,20251211
20251212,600773.SH,223.7838,2.3279,20251212
20251215,600773.SH,223.9776,2.3299,20251215
20251216,600773.SH,223.0088,2.3198,20251216
20251217,600773.SH,235.4089,2.4488,20251217
20251218,600773.SH,230.3714,2.3964,20251218
20251219,600773.SH,236.959,2.465,20251219
20251222,600773.SH,243.3528,2.5315,20251222
20251223,600773.SH,242.1903,2.5194,20251223
20251224,600773.SH,243.159,2.5295,20251224
20251225,600773.SH,241.609,2.5133,20251225
20251226,600773.SH,245.2903,2.5516,20251226
20251229,600773.SH,239.6715,2.4932,20251229
20251230,600773.SH,235.9902,2.4549,20251230
20251231,600773.SH,240.059,2.4972,20251231
20260105,600773.SH,243.159,2.5295,20260105
20260106,600773.SH,254.9779,2.6524,20260106
20260107,600773.SH,267.1843,2.7794,20260107
20260108,600773.SH,261.178,2.7169,20260108
20260109,600773.SH,259.2405,2.6967,20260109
20260112,600773.SH,272.6094,2.8358,20260112
20260113,600773.SH,278.6157,2.8983,20260113
20260114,600773.SH,271.0593,2.8197,20260114
20260115,600773.SH,279.9719,2.9124,20260115
20260116,600773.SH,272.2219,2.8318,20260116
20260119,600773.SH,265.4405,2.7612,20260119
20260120,600773.SH,268.1531,2.7895,20260120
20260121,600773.SH,282.8782,2.9426,20260121
20260122,600773.SH,294.1159,3.0595,20260122
20260123,600773.SH,302.641,3.1482,20260123
20260126,600773.SH,290.6283,3.0233,20260126
20260127,600773.SH,281.522,2.9285,20260127
20260128,600773.SH,280.5532,2.9185,20260128
20260129,600773.SH,276.8719,2.8802,20260129
20260130,600773.SH,261.3717,2.7189,20260130
20260202,600773.SH,255.7529,2.6605,20260202
20260203,600773.SH,265.053,2.7572,20260203
20260204,600773.SH,266.603,2.7733,20260204
20260205,600773.SH,256.5279,2.6685,20260205
20260206,600773.SH,260.2092,2.7068,20260206
20260209,600773.SH,261.5655,2.7209,20260209
20260210,600773.SH,253.0404,2.6323,20260210
20260211,600773.SH,257.8842,2.6826,20260211
20260212,600773.SH,262.728,2.733,20260212
20260213,600773.SH,254.3967,2.6464,20260213
20260224,600773.SH,264.278,2.7492,20260224
20260225,600773.SH,273.7719,2.8479,20260225
20260226,600773.SH,275.9031,2.8701,20260226
20260227,600773.SH,279.3907,2.9064,20260227
20260302,600773.SH,296.8284,3.0878,20260302
20260303,600773.SH,286.7533,2.983,20260303
20260304,600773.SH,285.2033,2.9668,20260304
20260305,600773.SH,305.1597,3.1744,20260305
20260306,600773.SH,311.9411,3.245,20260306
20260309,600773.SH,320.0787,3.3296,20260309
20260310,600773.SH,317.7536,3.3054,20260310
20260311,600773.SH,334.8038,3.4828,20260311
20260312,600773.SH,334.6101,3.4808,20260312
20260313,600773.SH,353.5978,3.6783,20260313
20260316,600773.SH,335.5788,3.4909,20260316
20260317,600773.SH,341.3914,3.5513,20260317
20260318,600773.SH,340.0351,3.5372,20260318
20260319,600773.SH,314.8473,3.2752,20260319
20260320,600773.SH,313.2973,3.2591,20260320
20260323,600773.SH,318.5286,3.3135,20260323
20260324,600773.SH,350.304,3.644,20260324
20260325,600773.SH,357.8603,3.7226,20260325
20260326,600773.SH,353.404,3.6763,20260326
20260327,600773.SH,381.6919,3.9705,20260327
20260330,600773.SH,380.1418,3.9544,20260330
20260331,600773.SH,353.2103,3.6743,20260331
20260401,600773.SH,341.9727,3.5574,20260401
20260402,600773.SH,353.0165,3.6723,20260402
20260403,600773.SH,341.5851,3.5533,20260403
20260407,600773.SH,338.0976,3.5171,20260407
20260408,600773.SH,345.2664,3.5916,20260408
20260409,600773.SH,337.5163,3.511,20260409
20260410,600773.SH,341.0039,3.5473,20260410
20260413,600773.SH,,4.2899,20260413
20260414,600773.SH,,4.5758,20260414
20260415,600773.SH,,4.5115,20260415
20260416,600773.SH,,4.6799,20260416
20260417,600773.SH,,4.979,20260417
20260420,600773.SH,,5.0278,20260420
20260421,600773.SH,,5.061,20260421
20260422,600773.SH,,5.2294,20260422
20260423,600773.SH,,5.194,20260423
20260424,600773.SH,,5.4643,20260424
20260427,600773.SH,,5.779,20260427
20260428,600773.SH,,6.0205,20260428
20260429,600773.SH,,6.2266,20260429
20260430,600773.SH,,6.1056,20260430
20260506,600773.SH,,6.1707,20260506
20260507,600773.SH,,5.8856,20260507
20260508,600773.SH,,5.7083,20260508
20260511,600773.SH,,5.3447,20260511
20260512,600773.SH,,5.2279,20260512
20260513,600773.SH,,5.0124,20260513
20260514,600773.SH,,4.9114,20260514
20260515,600773.SH,,4.7161,20260515
20260518,600773.SH,,4.6017,20260518
20260519,600773.SH,,4.6488,20260519
20260520,600773.SH,,4.6735,20260520
